DMSO_1,1,DMSO
DMSO_2,1,DMSO
DMSO_3,1,DMSO
DMSO_5,1,DMSO
High_1,1,High
High_2,1,High
High_3,1,High
High_5,1,High
High_6,1,High
Low_1,1,Low
Low_2,1,Low
Low_3,1,Low
Low_4,1,Low
